Provider,PotentialFraud,inp_claim_count,inp_total_reimb,inp_mean_reimb,inp_unique_bene,out_claim_count,out_total_reimb,out_mean_reimb,out_unique_bene,total_claims,total_reimb,total_unique_bene,claims_per_patient,inp_to_outp_ratio,avg_claim_cost,inp_2008_11,inp_2008_12,inp_2009_01,inp_2009_02,inp_2009_03,inp_2009_04,inp_2009_05,inp_2009_06,inp_2009_07,inp_2009_08,inp_2009_09,inp_2009_10,inp_2009_11,inp_2009_12,out_2008_12,out_2009_01,out_2009_02,out_2009_03,out_2009_04,out_2009_05,out_2009_06,out_2009_07,out_2009_08,out_2009_09,out_2009_10,out_2009_11,out_2009_12,top_states
PRV56390,No,2.0,40000.0,20000.0,2.0,3.0,220.0,73.33333333333333,3.0,5.0,40220.0,5.0,0.8333333333333334,0.5,6703.333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,43
PRV56391,No,0.0,0.0,0.0,0.0,2.0,150.0,75.0,2.0,2.0,150.0,2.0,0.6666666666666666,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
PRV56392,Yes,6.0,38000.0,6333.333333333333,2.0,14.0,3860.0,275.7142857142857,9.0,20.0,41860.0,11.0,1.6666666666666667,0.4,1993.3333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,43
PRV56393,No,0.0,0.0,0.0,0.0,10.0,2580.0,258.0,8.0,10.0,2580.0,8.0,1.1111111111111112,0.0,234.54545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,
PRV56394,No,0.0,0.0,0.0,0.0,32.0,15920.0,497.5,14.0,32.0,15920.0,14.0,2.1333333333333333,0.0,482.42424242424244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,4.0,4.0,5.0,2.0,3.0,2.0,0.0,3.0,1.0,
PRV56395,No,7.0,107000.0,15285.714285714286,7.0,0.0,0.0,0.0,0.0,7.0,107000.0,7.0,0.875,7.0,13375.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
PRV56396,Yes,32.0,269000.0,8406.25,24.0,51.0,20380.0,399.6078431372549,48.0,83.0,289380.0,72.0,1.1369863013698631,0.6153846153846154,3445.0,0.0,0.0,4.0,4.0,5.0,4.0,3.0,0.0,5.0,1.0,1.0,1.0,3.0,1.0,0.0,4.0,3.0,4.0,4.0,8.0,2.0,3.0,6.0,4.0,5.0,4.0,4.0,44
PRV56397,No,0.0,0.0,0.0,0.0,47.0,9600.0,204.25531914893617,43.0,47.0,9600.0,43.0,1.0681818181818181,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,8.0,5.0,4.0,2.0,4.0,4.0,7.0,4.0,0.0,
PRV56398,No,1.0,4000.0,4000.0,1.0,18.0,2030.0,112.77777777777777,18.0,19.0,6030.0,19.0,0.95,0.05263157894736842,301.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,44
PRV56400,Yes,3.0,49000.0,16333.333333333334,3.0,6.0,800.0,133.33333333333334,6.0,9.0,49800.0,9.0,0.9,0.42857142857142855,4980.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,44
PRV56401,No,0.0,0.0,0.0,0.0,143.0,27390.0,191.53846153846155,39.0,143.0,27390.0,39.0,3.575,0.0,190.20833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,10.0,8.0,11.0,15.0,15.0,12.0,9.0,11.0,7.0,13.0,
PRV56403,Yes,10.0,67000.0,6700.0,8.0,24.0,11660.0,485.8333333333333,23.0,34.0,78660.0,31.0,1.0625,0.4,2247.4285714285716,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,"1, 44"
PRV56404,No,0.0,0.0,0.0,0.0,363.0,131660.0,362.69972451790636,143.0,363.0,131660.0,143.0,2.5208333333333335,0.0,361.7032967032967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,25.0,32.0,26.0,32.0,31.0,27.0,39.0,29.0,31.0,28.0,30.0,
PRV56405,No,0.0,0.0,0.0,0.0,60.0,24090.0,401.5,53.0,60.0,24090.0,53.0,1.1111111111111112,0.0,394.91803278688525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,6.0,3.0,4.0,6.0,4.0,2.0,7.0,6.0,6.0,4.0,
PRV56406,No,0.0,0.0,0.0,0.0,201.0,44770.0,222.7363184079602,72.0,201.0,44770.0,72.0,2.7534246575342465,0.0,221.63366336633663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,19.0,20.0,25.0,15.0,12.0,13.0,11.0,18.0,19.0,13.0,
PRV56407,No,5.0,33000.0,6600.0,5.0,35.0,6500.0,185.71428571428572,35.0,40.0,39500.0,40.0,0.975609756097561,0.1388888888888889,963.4146341463414,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,5.0,6.0,0.0,2.0,1.0,44
PRV56408,No,3.0,63000.0,21000.0,3.0,65.0,16570.0,254.92307692307693,23.0,68.0,79570.0,26.0,2.5185185185185186,0.045454545454545456,1153.1884057971015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,3.0,7.0,10.0,9.0,4.0,4.0,6.0,1.0,3.0,44
PRV56410,No,0.0,0.0,0.0,0.0,350.0,92530.0,264.37142857142857,172.0,350.0,92530.0,172.0,2.023121387283237,0.0,263.6182336182336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,31.0,24.0,25.0,32.0,34.0,25.0,28.0,17.0,32.0,30.0,28.0,
PRV56411,No,4.0,98000.0,24500.0,4.0,71.0,12650.0,178.16901408450704,34.0,75.0,110650.0,38.0,1.9230769230769231,0.05555555555555555,1455.921052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,7.0,9.0,3.0,6.0,5.0,9.0,3.0,2.0,5.0,8.0,8.0,44
PRV56412,No,9.0,87000.0,9666.666666666666,8.0,103.0,24360.0,236.50485436893203,72.0,112.0,111360.0,80.0,1.382716049382716,0.08653846153846154,985.4867256637168,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,9.0,14.0,12.0,5.0,9.0,12.0,9.0,9.0,5.0,5.0,7.0,6.0,44
PRV56413,No,0.0,0.0,0.0,0.0,12.0,8650.0,720.8333333333334,12.0,12.0,8650.0,12.0,0.9230769230769231,0.0,665.3846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,
PRV56414,No,0.0,0.0,0.0,0.0,27.0,5900.0,218.5185185185185,26.0,27.0,5900.0,26.0,1.0,0.0,210.71428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,2.0,2.0,3.0,1.0,0.0,4.0,2.0,2.0,0.0,
PRV56415,No,0.0,0.0,0.0,0.0,41.0,15990.0,390.0,41.0,41.0,15990.0,41.0,0.9761904761904762,0.0,380.7142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,5.0,5.0,2.0,1.0,4.0,0.0,6.0,3.0,1.0,
PRV56416,Yes,214.0,2337050.0,10920.794392523365,189.0,1378.0,407820.0,295.95065312046444,613.0,1592.0,2744870.0,802.0,1.9825653798256537,0.1551849166062364,1723.08223477715,0.0,5.0,17.0,19.0,16.0,18.0,22.0,12.0,18.0,21.0,21.0,17.0,14.0,14.0,5.0,125.0,98.0,127.0,116.0,135.0,136.0,100.0,104.0,105.0,110.0,96.0,121.0,"10, 14, 23"
PRV56417,No,0.0,0.0,0.0,0.0,119.0,20230.0,170.0,44.0,119.0,20230.0,44.0,2.6444444444444444,0.0,168.58333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,9.0,13.0,7.0,9.0,13.0,15.0,12.0,9.0,4.0,7.0,
PRV56418,No,0.0,0.0,0.0,0.0,29.0,9790.0,337.58620689655174,27.0,29.0,9790.0,27.0,1.0357142857142858,0.0,326.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,1.0,6.0,8.0,1.0,2.0,1.0,
PRV56421,Yes,46.0,487000.0,10586.95652173913,39.0,87.0,23750.0,272.98850574712645,65.0,133.0,510750.0,104.0,1.2666666666666666,0.5227272727272727,3811.5671641791046,0.0,0.0,7.0,2.0,5.0,5.0,3.0,4.0,1.0,6.0,3.0,1.0,7.0,2.0,0.0,7.0,5.0,10.0,7.0,7.0,7.0,8.0,9.0,6.0,9.0,6.0,6.0,"18, 44"
PRV56423,No,2.0,14000.0,7000.0,2.0,10.0,1490.0,149.0,8.0,12.0,15490.0,10.0,1.0909090909090908,0.18181818181818182,1191.5384615384614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,44
PRV56425,Yes,8.0,44000.0,5500.0,8.0,373.0,91450.0,245.17426273458446,135.0,381.0,135450.0,143.0,2.6458333333333335,0.0213903743315508,354.5811518324607,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,33.0,33.0,44.0,27.0,35.0,33.0,32.0,23.0,29.0,30.0,38.0,15.0,"18, 44"
PRV56426,No,0.0,0.0,0.0,0.0,436.0,127230.0,291.8119266055046,262.0,436.0,127230.0,262.0,1.6577946768060836,0.0,291.1441647597254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.0,30.0,30.0,34.0,36.0,33.0,38.0,35.0,39.0,42.0,36.0,41.0,
PRV56427,No,0.0,0.0,0.0,0.0,23.0,10460.0,454.7826086956522,20.0,23.0,10460.0,20.0,1.0952380952380953,0.0,435.8333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,
PRV56428,Yes,8.0,99000.0,12375.0,8.0,303.0,73930.0,243.993399339934,149.0,311.0,172930.0,157.0,1.9683544303797469,0.02631578947368421,554.2628205128206,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,34.0,17.0,30.0,23.0,24.0,23.0,23.0,26.0,28.0,34.0,21.0,20.0,44
PRV56430,No,0.0,0.0,0.0,0.0,38.0,11130.0,292.89473684210526,36.0,38.0,11130.0,36.0,1.027027027027027,0.0,285.38461538461536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,2.0,0.0,7.0,1.0,4.0,5.0,1.0,5.0,1.0,
PRV56432,No,6.0,48000.0,8000.0,5.0,19.0,6080.0,320.0,15.0,25.0,54080.0,20.0,1.1904761904761905,0.3,2080.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,3.0,1.0,"18, 44"
PRV56433,No,0.0,0.0,0.0,0.0,121.0,39510.0,326.5289256198347,114.0,121.0,39510.0,114.0,1.0521739130434782,0.0,323.8524590163934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,7.0,13.0,12.0,12.0,13.0,7.0,8.0,12.0,11.0,7.0,
PRV56435,Yes,4.0,30000.0,7500.0,4.0,256.0,70030.0,273.5546875,112.0,260.0,100030.0,116.0,2.2222222222222223,0.01556420233463035,383.2567049808429,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,19.0,22.0,20.0,19.0,23.0,29.0,23.0,25.0,18.0,19.0,44
PRV56437,Yes,39.0,286200.0,7338.461538461538,32.0,680.0,183100.0,269.2647058823529,317.0,719.0,469300.0,349.0,2.0542857142857143,0.05726872246696035,651.8055555555555,0.0,2.0,2.0,5.0,6.0,2.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,49.0,56.0,51.0,59.0,72.0,55.0,53.0,59.0,57.0,62.0,48.0,58.0,"18, 44, 51"
PRV56438,Yes,64.0,799000.0,12484.375,60.0,69.0,28300.0,410.1449275362319,67.0,133.0,827300.0,127.0,1.0390625,0.9142857142857143,6173.880597014925,0.0,0.0,5.0,7.0,6.0,6.0,7.0,5.0,2.0,7.0,3.0,7.0,5.0,4.0,0.0,7.0,6.0,8.0,6.0,4.0,8.0,5.0,6.0,8.0,9.0,1.0,1.0,"1, 11, 44"
PRV56439,No,0.0,0.0,0.0,0.0,443.0,134960.0,304.65011286681715,237.0,443.0,134960.0,237.0,1.861344537815126,0.0,303.963963963964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,47.0,22.0,40.0,36.0,44.0,45.0,42.0,40.0,31.0,26.0,34.0,
PRV56440,No,0.0,0.0,0.0,0.0,89.0,29150.0,327.5280898876405,72.0,89.0,29150.0,72.0,1.2191780821917808,0.0,323.8888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,7.0,8.0,12.0,5.0,9.0,8.0,8.0,3.0,7.0,8.0,
PRV56441,No,0.0,0.0,0.0,0.0,35.0,3980.0,113.71428571428571,34.0,35.0,3980.0,34.0,1.0,0.0,110.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,5.0,5.0,2.0,1.0,0.0,2.0,3.0,0.0,4.0,3.0,
PRV56442,Yes,81.0,886000.0,10938.271604938273,74.0,1249.0,348150.0,278.7429943955164,558.0,1330.0,1234150.0,632.0,2.1011058451816744,0.0648,927.2351615326822,0.0,2.0,7.0,5.0,9.0,8.0,7.0,6.0,6.0,9.0,5.0,10.0,5.0,2.0,6.0,100.0,97.0,115.0,132.0,109.0,100.0,99.0,117.0,99.0,117.0,83.0,75.0,"1, 14, 18"
PRV56444,Yes,0.0,0.0,0.0,0.0,1317.0,383140.0,290.91875474563403,790.0,1317.0,383140.0,790.0,1.6649810366624527,0.0,290.69802731411227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,101.0,108.0,109.0,124.0,138.0,101.0,120.0,100.0,109.0,103.0,101.0,97.0,
PRV56445,No,32.0,210000.0,6562.5,30.0,23.0,5750.0,250.0,21.0,55.0,215750.0,51.0,1.0576923076923077,1.3333333333333333,3852.6785714285716,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,1.0,7.0,0.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,0.0,"18, 44"
PRV56447,Yes,0.0,0.0,0.0,0.0,170.0,50870.0,299.2352941176471,101.0,170.0,50870.0,101.0,1.6666666666666667,0.0,297.48538011695905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,15.0,19.0,19.0,18.0,13.0,12.0,18.0,12.0,6.0,9.0,
PRV56448,No,0.0,0.0,0.0,0.0,584.0,198950.0,340.6678082191781,315.0,584.0,198950.0,315.0,1.8481012658227849,0.0,340.0854700854701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,50.0,58.0,42.0,65.0,56.0,60.0,49.0,38.0,44.0,36.0,
PRV56449,No,13.0,173000.0,13307.692307692309,13.0,122.0,38880.0,318.6885245901639,96.0,135.0,211880.0,109.0,1.2272727272727273,0.10569105691056911,1557.9411764705883,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,6.0,10.0,9.0,12.0,5.0,12.0,12.0,9.0,11.0,14.0,6.0,"25, 4, 44"
PRV56451,No,0.0,0.0,0.0,0.0,259.0,72950.0,281.66023166023166,86.0,259.0,72950.0,86.0,2.9770114942528734,0.0,280.5769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,22.0,26.0,23.0,21.0,23.0,18.0,16.0,25.0,25.0,17.0,16.0,
PRV56452,No,4.0,27000.0,6750.0,4.0,106.0,36150.0,341.0377358490566,78.0,110.0,63150.0,82.0,1.3253012048192772,0.037383177570093455,568.918918918919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,10.0,2.0,7.0,9.0,10.0,7.0,13.0,11.0,11.0,10.0,8.0,44
PRV56453,No,0.0,0.0,0.0,0.0,115.0,43550.0,378.69565217391306,57.0,115.0,43550.0,57.0,1.9827586206896552,0.0,375.4310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,10.0,17.0,8.0,10.0,9.0,3.0,14.0,9.0,6.0,8.0,
PRV56454,No,0.0,0.0,0.0,0.0,159.0,43910.0,276.1635220125786,86.0,159.0,43910.0,86.0,1.8275862068965518,0.0,274.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,18.0,16.0,12.0,9.0,17.0,11.0,12.0,21.0,10.0,8.0,
PRV56455,No,0.0,0.0,0.0,0.0,13.0,4860.0,373.84615384615387,12.0,13.0,4860.0,12.0,1.0,0.0,347.14285714285717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,
PRV56456,No,14.0,99000.0,7071.428571428572,10.0,32.0,15710.0,490.9375,28.0,46.0,114710.0,38.0,1.1794871794871795,0.42424242424242425,2440.6382978723404,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,3.0,2.0,4.0,2.0,4.0,0.0,4.0,2.0,5.0,"1, 44"
PRV56458,No,7.0,40000.0,5714.285714285715,6.0,47.0,13410.0,285.3191489361702,42.0,54.0,53410.0,48.0,1.1020408163265305,0.14583333333333334,971.0909090909091,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,4.0,3.0,6.0,4.0,4.0,3.0,4.0,5.0,1.0,4.0,44
PRV56461,No,10.0,100000.0,10000.0,10.0,105.0,35180.0,335.04761904761904,94.0,115.0,135180.0,104.0,1.0952380952380953,0.09433962264150944,1165.344827586207,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,11.0,3.0,12.0,6.0,8.0,9.0,6.0,10.0,6.0,11.0,13.0,10.0,"18, 44"
PRV56463,No,0.0,0.0,0.0,0.0,18.0,1660.0,92.22222222222223,17.0,18.0,1660.0,17.0,1.0,0.0,87.36842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0,
PRV56464,No,0.0,0.0,0.0,0.0,84.0,14920.0,177.61904761904762,78.0,84.0,14920.0,78.0,1.0632911392405062,0.0,175.52941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,8.0,8.0,9.0,6.0,3.0,4.0,5.0,6.0,6.0,8.0,
PRV56466,No,0.0,0.0,0.0,0.0,56.0,8190.0,146.25,45.0,56.0,8190.0,45.0,1.2173913043478262,0.0,143.68421052631578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,9.0,9.0,6.0,5.0,4.0,1.0,6.0,4.0,
PRV56467,No,0.0,0.0,0.0,0.0,349.0,95720.0,274.269340974212,188.0,349.0,95720.0,188.0,1.8465608465608465,0.0,273.48571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,21.0,29.0,28.0,42.0,34.0,24.0,32.0,31.0,25.0,30.0,19.0,
PRV56468,No,5.0,40000.0,8000.0,4.0,29.0,7270.0,250.68965517241378,28.0,34.0,47270.0,32.0,1.0303030303030303,0.16666666666666666,1350.5714285714287,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,0.0,5.0,1.0,1.0,1.0,44
PRV56469,No,36.0,401000.0,11138.888888888889,31.0,95.0,29560.0,311.1578947368421,91.0,131.0,430560.0,122.0,1.065040650406504,0.375,3261.818181818182,0.0,1.0,4.0,4.0,8.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,5.0,7.0,4.0,6.0,8.0,12.0,11.0,7.0,9.0,10.0,9.0,7.0,"1, 18, 44"
PRV56470,No,5.0,28000.0,5600.0,4.0,32.0,7610.0,237.8125,23.0,37.0,35610.0,27.0,1.3214285714285714,0.15151515151515152,937.1052631578947,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,3.0,2.0,4.0,2.0,5.0,2.0,2.0,44
PRV56471,No,0.0,0.0,0.0,0.0,43.0,10490.0,243.95348837209303,21.0,43.0,10490.0,21.0,1.9545454545454546,0.0,238.4090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,5.0,1.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,
PRV56473,No,7.0,63000.0,9000.0,7.0,48.0,8310.0,173.125,44.0,55.0,71310.0,51.0,1.0576923076923077,0.14285714285714285,1273.392857142857,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,4.0,7.0,5.0,2.0,7.0,2.0,2.0,3.0,0.0,4.0,5.0,"1, 11, 34"
PRV56474,No,1.0,7000.0,7000.0,1.0,30.0,6970.0,232.33333333333334,26.0,31.0,13970.0,27.0,1.1071428571428572,0.03225806451612903,436.5625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,5.0,1.0,4.0,3.0,6.0,3.0,2.0,44
PRV56475,No,0.0,0.0,0.0,0.0,34.0,11180.0,328.8235294117647,18.0,34.0,11180.0,18.0,1.7894736842105263,0.0,319.42857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,6.0,0.0,3.0,4.0,
PRV56476,No,1.0,6000.0,6000.0,1.0,3.0,700.0,233.33333333333334,3.0,4.0,6700.0,4.0,0.8,0.25,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44
PRV56477,No,0.0,0.0,0.0,0.0,9.0,4460.0,495.55555555555554,8.0,9.0,4460.0,8.0,1.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,
PRV56478,No,67.0,613500.0,9156.716417910447,54.0,85.0,25350.0,298.2352941176471,78.0,152.0,638850.0,132.0,1.1428571428571428,0.7790697674418605,4175.490196078431,0.0,0.0,7.0,10.0,2.0,4.0,5.0,7.0,3.0,9.0,6.0,4.0,7.0,3.0,0.0,11.0,6.0,5.0,6.0,9.0,5.0,10.0,6.0,5.0,5.0,8.0,9.0,"11, 34, 44"
PRV56479,No,0.0,0.0,0.0,0.0,140.0,38990.0,278.5,118.0,140.0,38990.0,118.0,1.1764705882352942,0.0,276.5248226950355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,16.0,20.0,7.0,11.0,10.0,12.0,17.0,10.0,10.0,5.0,8.0,
PRV56480,No,0.0,0.0,0.0,0.0,21.0,3120.0,148.57142857142858,19.0,21.0,3120.0,19.0,1.05,0.0,141.8181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,3.0,2.0,1.0,
